Asia/Shanghai	Africa/Kinshasa	Europe/Istanbul	Africa/Lagos	Asia/Ho_Chi_Minh	Asia/Karachi	Asia/Kolkata	America/Sao_Paulo	America/Mexico_City	Europe/Moscow	Asia/Dhaka	Asia/Seoul	Asia/Tokyo	Africa/Cairo	Africa/Johannesburg	Europe/London	America/New_York	Asia/Jakarta	Asia/Taipei	America/Lima	America/Bogota	Asia/Hong_Kong	Asia/Baghdad	Asia/Tehran	Africa/Abidjan	Australia/Sydney	Asia/Singapore	Australia/Melbourne	Africa/Dar_es_Salaam	Asia/Bangkok	America/Santiago	Asia/Riyadh	Asia/Yangon	Asia/Kabul	Africa/Nairobi	Africa/Bamako	Africa/Addis_Ababa	America/Los_Angeles	Asia/Dubai	Africa/Casablanca	Europe/Berlin	Europe/Madrid	Asia/Pyongyang	Asia/Manila	Asia/Urumqi	America/Caracas	Europe/Kyiv	America/Argentina/Buenos_Aires	America/Toronto	America/Guayaquil	Australia/Brisbane	Africa/Luanda	America/Bahia	America/Chicago	Africa/Dakar	Africa/Mogadishu	Africa/Accra	Africa/Ouagadougou	America/Fortaleza	Australia/Perth	Africa/Algiers	Asia/Baku	Europe/Rome	Africa/Lubumbashi	America/Manaus	Africa/Lusaka	America/Santo_Domingo	Africa/Lome	America/Havana	Europe/Paris	America/Argentina/Cordoba	Asia/Damascus	America/La_Paz	Africa/Brazzaville	Asia/Tashkent	Asia/Almaty	Africa/Khartoum	Asia/Aden	Africa/Conakry	America/Tijuana	Asia/Beirut	Europe/Bucharest	Europe/Minsk	Europe/Budapest	Europe/Warsaw	Europe/Vienna	Africa/Kampala	America/Recife	America/Phoenix	Asia/Novosibirsk	Asia/Phnom_Penh	Pacific/Auckland	Africa/Harare	Africa/Monrovia	Europe/Stockholm	America/Ciudad_Juarez	America/Belem	Asia/Yekaterinburg	America/Asuncion	Asia/Makassar	Australia/Adelaide	Asia/Kuala_Lumpur	Asia/Kathmandu	Africa/Ndjamena	Indian/Antananarivo	Africa/Douala	Africa/Niamey	America/Edmonton	Africa/Tripoli	Asia/Amman	Europe/Belgrade	America/Montevideo	Africa/Maputo	America/Port-au-Prince	America/Merida	Africa/Nouakchott	Asia/Omsk	Europe/Prague	Europe/Samara	Europe/Copenhagen	Europe/Sofia	Asia/Yerevan	America/Monterrey	Africa/Kigali	Africa/Blantyre	Asia/Krasnoyarsk	Europe/Oslo	Asia/Tbilisi	America/Maceio	Asia/Ashgabat	Europe/Dublin	Europe/Brussels	Europe/Volgograd	America/Guatemala	America/Managua	Asia/Jerusalem	America/Jamaica	America/Chihuahua	America/Campo_Grande	Asia/Bishkek	America/Cancun	America/Indiana/Indianapolis	Europe/Amsterdam	America/Tegucigalpa	Africa/Libreville	Europe/Saratov	Asia/Ulaanbaatar	Asia/Vientiane	Africa/Bangui	America/Hermosillo	America/Mazatlan	Africa/Freetown	Asia/Muscat	Africa/Bujumbura	America/Winnipeg	Europe/Riga	America/Denver	Europe/Sarajevo	Africa/Tunis	Asia/Pontianak	Asia/Dushanbe	Africa/Porto-Novo	Europe/Athens	Europe/Zagreb	America/Vancouver	Europe/Helsinki	Asia/Macau	Asia/Colombo	America/Detroit	Asia/Kuwait	Europe/Chisinau	Asia/Barnaul	Europe/Ulyanovsk	Africa/Djibouti	America/Kentucky/Louisville	Asia/Irkutsk	Asia/Vladivostok	America/Cuiaba	Asia/Samarkand	America/Matamoros	Asia/Tomsk	Africa/Asmara	Asia/Novokuznetsk	America/Porto_Velho	America/Argentina/Tucuman	Europe/Simferopol	Europe/Vilnius	Europe/Astrakhan	America/El_Salvador	America/Argentina/Salta	Europe/Lisbon	Europe/Kirov	Asia/Aqtobe	Asia/Kuching	Europe/Kaliningrad	Europe/Skopje	America/Halifax	Africa/Juba	Africa/Bissau	Asia/Hebron	Europe/Bratislava	America/Boa_Vista	America/Rio_Branco	Europe/Tirane	America/Puerto_Rico	Europe/Zurich	Asia/Jayapura	Asia/Gaza	America/Panama	Europe/Tallinn	Africa/Windhoek	Atlantic/Canary	Africa/Maseru	Asia/Qyzylorda	Pacific/Honolulu	Asia/Chita	Asia/Qatar	Africa/Banjul	America/Costa_Rica	Asia/Oral	America/Araguaina	Asia/Atyrau	America/Anchorage	Pacific/Port_Moresby	Europe/Ljubljana	America/Regina	America/Argentina/Jujuy	Australia/Hobart	Africa/Gaborone	Europe/Podgorica	America/Boise	Asia/Yakutsk	America/Guyana	America/Nassau	America/Paramaribo	Asia/Qostanay	Asia/Nicosia	Asia/Sakhalin	Africa/El_Aaiun	America/Santarem	Asia/Kamchatka	America/Argentina/La_Rioja	Asia/Bahrain	Africa/Malabo	America/Argentina/San_Luis	America/Argentina/Catamarca	Indian/Mauritius	Indian/Reunion	Asia/Dili	Asia/Aqtau	Australia/Darwin	Atlantic/Cape_Verde	America/Argentina/San_Juan	America/Curacao	Atlantic/Reykjavik	America/Argentina/Mendoza	America/Punta_Arenas	Africa/Mbabane	America/St_Johns	America/Glace_Bay	Atlantic/Madeira	Indian/Maldives	Asia/Thimphu	America/Barbados	America/Argentina/Rio_Gallegos	Pacific/Noumea	Asia/Magadan	Pacific/Fiji	America/Martinique	America/Moncton	Africa/Ceuta	Europe/Luxembourg	Indian/Comoro	America/Port_of_Spain	America/Belize	Asia/Brunei	America/Cayenne	America/Argentina/Ushuaia	Pacific/Guadalcanal	Indian/Mayotte	America/Guadeloupe	Africa/Sao_Tome	America/Antigua	America/St_Thomas	Pacific/Saipan	America/Coyhaique	Pacific/Guam	Asia/Famagusta	America/Eirunepe	Pacific/Apia	Pacific/Tarawa	Pacific/Bougainville	Pacific/Efate	Europe/Monaco	Europe/Malta	America/Juneau	Asia/Hovd	America/Aruba	Pacific/Tahiti	America/Cayman	America/Whitehorse	America/Ojinaga	Europe/Jersey	Europe/Gibraltar	Europe/Isle_of_Man	Pacific/Majuro	America/St_Lucia	America/St_Vincent	America/Grand_Turk	Indian/Mahe	Pacific/Tongatapu	America/Dawson_Creek	America/North_Dakota/New_Salem	Europe/Andorra	America/Bahia_Banderas	Atlantic/Azores	Australia/Broken_Hill	America/Swift_Current	America/Dominica	Europe/Guernsey	Asia/Anadyr	America/Indiana/Vincennes	America/Nuuk	Pacific/Rarotonga	Atlantic/Faroe	America/St_Kitts	Pacific/Pago_Pago	Europe/Mariehamn	America/Kralendijk	America/Tortola	America/Grenada	Pacific/Pohnpei	Pacific/Funafuti	America/Miquelon	America/St_Barthelemy	America/Marigot	Europe/Vaduz	Europe/San_Marino	Arctic/Longyearbyen	Atlantic/Stanley	America/Anguilla	America/Lower_Princes	Pacific/Wallis	Pacific/Nauru	America/Montserrat	Atlantic/Bermuda	Pacific/Norfolk	Europe/Vatican	Atlantic/St_Helena	Pacific/Niue	Indian/Christmas	Indian/Cocos	Pacific/Pitcairn	Indian/Kerguelen	Atlantic/South_Georgia	Pacific/Palau
CN|China	CD|Democratic Republic of the Congo	TR|Turkey	NG|Nigeria	VN|Vietnam	PK|Pakistan	IN|India	BR|Brazil	MX|Mexico	RU|Russia	BD|Bangladesh	KR|South Korea	JP|Japan	EG|Egypt	ZA|South Africa	GB|United Kingdom	US|United States	ID|Indonesia	TW|Taiwan	PE|Peru	CO|Colombia	HK|Hong Kong	IQ|Iraq	IR|Iran	CI|Ivory Coast	AU|Australia	SG|Singapore	TZ|Tanzania	TH|Thailand	CL|Chile	SA|Saudi Arabia	MM|Myanmar	AF|Afghanistan	KE|Kenya	ML|Mali	ET|Ethiopia	AE|United Arab Emirates	MA|Morocco	DE|Germany	ES|Spain	KP|North Korea	PH|Philippines	VE|Venezuela	UA|Ukraine	AR|Argentina	CA|Canada	EC|Ecuador	AO|Angola	SN|Senegal	SO|Somalia	GH|Ghana	BF|Burkina Faso	DZ|Algeria	AZ|Azerbaijan	IT|Italy	ZM|Zambia	DO|Dominican Republic	TG|Togo	CU|Cuba	FR|France	SY|Syria	BO|Bolivia	CG|Republic of the Congo	UZ|Uzbekistan	KZ|Kazakhstan	SD|Sudan	YE|Yemen	GN|Guinea	LB|Lebanon	RO|Romania	BY|Belarus	HU|Hungary	PL|Poland	AT|Austria	UG|Uganda	KH|Cambodia	NZ|New Zealand	ZW|Zimbabwe	LR|Liberia	SE|Sweden	PY|Paraguay	MY|Malaysia	NP|Nepal	TD|Chad	MG|Madagascar	CM|Cameroon	NE|Niger	LY|Libya	JO|Jordan	RS|Serbia	UY|Uruguay	MZ|Mozambique	HT|Haiti	MR|Mauritania	CZ|Czechia	DK|Denmark	BG|Bulgaria	AM|Armenia	RW|Rwanda	MW|Malawi	NO|Norway	GE|Georgia	TM|Turkmenistan	IE|Ireland	BE|Belgium	GT|Guatemala	NI|Nicaragua	IL|Israel	JM|Jamaica	KG|Kyrgyzstan	NL|The Netherlands	HN|Honduras	GA|Gabon	MN|Mongolia	LA|Laos	CF|Central African Republic	SL|Sierra Leone	OM|Oman	BI|Burundi	LV|Latvia	BA|Bosnia and Herzegovina	TN|Tunisia	TJ|Tajikistan	BJ|Benin	GR|Greece	HR|Croatia	FI|Finland	MO|Macao	LK|Sri Lanka	KW|Kuwait	MD|Moldova	DJ|Djibouti	ER|Eritrea	XK|Kosovo	LT|Lithuania	SV|El Salvador	PT|Portugal	MK|North Macedonia	SS|South Sudan	GW|Guinea-Bissau	PS|Palestinian Territory	SK|Slovakia	AL|Albania	PR|Puerto Rico	CH|Switzerland	PA|Panama	EE|Estonia	NA|Namibia	LS|Lesotho	QA|Qatar	GM|Gambia	CR|Costa Rica	PG|Papua New Guinea	SI|Slovenia	BW|Botswana	ME|Montenegro	GY|Guyana	BS|Bahamas	SR|Suriname	CY|Cyprus	EH|Western Sahara	BH|Bahrain	GQ|Equatorial Guinea	MU|Mauritius	RE|Reunion	TL|Timor Leste	CV|Cabo Verde	CW|Curacao	IS|Iceland	SZ|Eswatini	MV|Maldives	BT|Bhutan	BB|Barbados	NC|New Caledonia	FJ|Fiji	MQ|Martinique	LU|Luxembourg	KM|Comoros	TT|Trinidad and Tobago	BZ|Belize	BN|Brunei	GF|French Guiana	SB|Solomon Islands	YT|Mayotte	GP|Guadeloupe	ST|Sao Tome and Principe	AG|Antigua and Barbuda	VI|U.S. Virgin Islands	MP|Northern Mariana Islands	GU|Guam	WS|Samoa	KI|Kiribati	VU|Vanuatu	MC|Monaco	MT|Malta	AW|Aruba	PF|French Polynesia	KY|Cayman Islands	JE|Jersey	GI|Gibraltar	IM|Isle of Man	MH|Marshall Islands	LC|Saint Lucia	VC|Saint Vincent and the Grenadines	TC|Turks and Caicos Islands	SC|Seychelles	TO|Tonga	AD|Andorra	DM|Dominica	GG|Guernsey	GL|Greenland	CK|Cook Islands	FO|Faroe Islands	KN|Saint Kitts and Nevis	AS|American Samoa	AX|Aland Islands	BQ|Bonaire, Saint Eustatius and Saba 	VG|British Virgin Islands	GD|Grenada	FM|Micronesia	TV|Tuvalu	PM|Saint Pierre and Miquelon	BL|Saint Barthelemy	MF|Saint Martin	LI|Liechtenstein	SM|San Marino	SJ|Svalbard and Jan Mayen	FK|Falkland Islands	AI|Anguilla	SX|Sint Maarten	WF|Wallis and Futuna	NR|Nauru	MS|Montserrat	BM|Bermuda	NF|Norfolk Island	VA|Vatican	SH|Saint Helena	NU|Niue	CX|Christmas Island	CC|Cocos Islands	PN|Pitcairn	TF|French Southern Territories	GS|South Georgia and the South Sandwich Islands	PW|Palau
Shanghai	31.2222	121.4581	0	0	24874500	上海
Beijing	39.9075	116.3972	0	0	18960744	北京
Shenzhen	22.5455	114.0683	0	0	17494398	宝安
Guangzhou	23.1167	113.25	0	0	16096724	广州
Kinshasa	-4.3276	15.3136	1	1	16000000	金夏沙
Istanbul	41.0138	28.9497	2	2	15701602	伊斯坦堡
Lagos	6.4541	3.3947	3	3	15388000	拉哥斯
Ho Chi Minh City	10.823	106.6296	4	4	14002598	胡志明市
Chengdu	30.6667	104.0667	0	0	13568357	天府
Lahore	31.558	74.3507	5	5	13004135	拉合尔
Mumbai	19.0728	72.8826	6	6	12691836	孟买
São Paulo	-23.5475	-46.6361	7	7	12400232	圣保罗
Mexico City	19.4285	-99.1277	8	8	12294193	墨西哥城
Karachi	24.8608	67.0104	5	5	11624219	卡拉奇
Tianjin	39.1422	117.1767	0	0	11090314	天津
Delhi	28.6519	77.2315	6	6	11034555	德里
Wuhan	30.5833	114.2667	0	0	10392693	武汉
Moscow	55.752	37.6178	9	9	10381222	莫斯科
Dhaka	23.7104	90.4074	10	10	10356500	达卡
Seoul	37.566	126.9784	11	11	10349312	首尔
Tokyo	35.6895	139.6917	12	12	9733276	东京
Dongguan	23.018	113.7487	0	0	9644871	东莞
Cairo	30.0626	31.2497	13	13	9606916	开罗
Xi’an	34.2583	108.9286	0	0	9600000	西安
Johannesburg	-26.2023	28.0436	14	14	9418183	約翰尼斯堡
Nanjing	32.0617	118.7778	0	0	9314685	南京
Hangzhou	30.2936	120.1614	0	0	9236032	杭州
Foshan	23.0268	113.1315	0	0	9042509	仏山市
London	51.5085	-0.1257	15	15	8961989	伦敦
New York City	40.7143	-74.006	16	16	8804190	紐約
Jakarta	-6.2146	106.8451	17	17	8540121	勿礁維
Bengaluru	12.9719	77.5937	6	6	8495492	班加罗尔
Hanoi	21.0245	105.8412	4	4	8053663	河內
Taipei	25.0531	121.5264	18	18	7871900	台北
Lima	-12.0432	-77.0282	19	19	7737002	利馬
Bogotá	4.6097	-74.0817	20	20	7674366	波哥大
Chongqing	29.5603	106.5577	0	0	7457599	重庆
Hong Kong	22.2783	114.1747	21	21	7396076	香港
Baghdad	33.3406	44.4009	22	22	7216000	巴格达
Wuzhong	37.9867	106.201	0	0	7202654	吴忠
Qingdao	36.0649	120.3804	0	0	7172451	青岛
Tehran	35.6944	51.4215	23	23	7153309	德黑兰
Shenyang	41.7922	123.4328	0	0	7050000	沈阳
Hyderabad	17.384	78.4564	6	6	6993262	海得拉巴
Rio de Janeiro	-22.9064	-43.1822	7	7	6747815	里約熱內盧
Suzhou	31.3041	120.5954	0	0	6715559	苏州
Puxi	31.2441	121.4659	0	0	6683712	浦西
Ahmedabad	23.0258	72.5873	6	6	6357693	亞美達巴德
Abidjan	5.3544	-4.0017	24	24	6321017	阿必仁
Pudong	31.24	121.5009	0	0	5681512	上海浦东
Sydney	-33.8678	151.2073	25	25	5638830	悉尼
Singapore	1.2897	103.8501	26	26	5638700	新加坡
Melbourne	-37.814	144.9633	27	25	5435590	墨尔本
Dar es Salaam	-6.8235	39.2695	28	27	5383728	三蘭港
Saint Petersburg	59.9386	30.3141	9	9	5351935	圣彼得堡
Alexandria	31.2018	29.9158	13	13	5263542	亚历山大港
Harbin	45.75	126.65	0	0	5242897	哈尔滨
Bangkok	13.754	100.5014	29	28	5104476	曼谷
Hefei	31.8639	117.2808	0	0	5050000	合肥
Dalian	38.9122	121.6022	0	0	4913879	大连
Kano	12.0001	8.5167	3	3	4910000	卡諾
Santiago	-33.4569	-70.6483	30	29	4837295	圣地亚哥
Cape Town	-33.9258	18.4232	14	14	4772846	好望角鎮
Peshawar	34.008	71.5785	5	5	4758762	白沙瓦
Changchun	43.88	125.3228	0	0	4714996	長春
Jeddah	21.4901	39.1862	31	30	4697000	吉达
Chennai	13.0878	80.2785	6	6	4681087	清奈
Kolkata	22.5626	88.363	6	6	4631392	加尔各答
Xiamen	24.4798	118.0819	0	0	4617251	厦门
Surat	21.1959	72.8302	6	6	4591246	苏拉特
Yangon	16.8053	96.1561	32	31	4477638	仰光
Bao'an	22.5521	113.8829	0	0	4476554	
Kabul	34.5281	69.1723	33	32	4434550	喀布尔
Nairobi	-1.2833	36.8167	34	33	4397073	內羅比
Wuxi	31.5689	120.2886	0	0	4396835	无锡
Giza	30.0094	31.2086	13	13	4367343	
Jinan	36.6683	116.9972	0	0	4335989	济南
Taiyuan	37.8694	112.5603	0	0	4303673	太原
Zhengzhou	34.7578	113.6486	0	0	4253913	郑州
Bamako	12.6091	-7.9752	35	34	4227569	巴馬科
Riyadh	24.6877	46.7219	31	30	4205961	利雅得
New Taipei City	25.062	121.457	18	18	4004367	新北
New Territories	22.4244	114.111	21	21	3984077	新界
Shijiazhuang	38.0414	114.4786	0	0	3938513	石家庄
Chattogram	22.3384	91.8317	10	10	3920222	吉大港
Addis Ababa	9.025	38.7469	36	35	3860000	阿迪斯阿貝巴
Kunming	25.0389	102.7183	0	0	3855346	昆明
Zhongshan	22.5231	113.3791	0	0	3841873	中山
Nanning	22.8167	108.3167	0	0	3839800	南宁
Shantou	23.3549	116.6788	0	0	3838900	汕头
Los Angeles	34.0522	-118.2437	37	16	3820914	洛杉矶
Faisalabad	31.4155	73.0897	5	5	3800193	
Dubai	25.0772	55.3093	38	36	3790000	杜拜
Yokohama	35.4333	139.65	12	12	3777491	横浜
Fuzhou	26.0614	119.3061	0	0	3740000	福州
Ningbo	29.8782	121.5494	0	0	3731203	宁波
Casablanca	33.5883	-7.6114	39	37	3665954	卡萨布兰卡
Ibadan	7.3776	3.9059	3	3	3649000	伊巴丹
Puyang	29.4568	119.8887	0	0	3590000	浦阳
Ankara	39.9199	32.8543	2	2	3517182	安卡拉
Shiyan	32.6475	110.7781	0	0	3460000	十堰
Berlin	52.5244	13.4105	40	38	3426354	柏林
Tangshan	39.6438	118.1832	0	0	3372102	唐山
Rawalpindi	33.5973	73.0479	5	5	3357612	拉瓦尔品第
Lüliang	37.5192	111.1444	0	0	3346500	吕梁市
Durban	-29.8579	31.0292	14	14	3338026	德班
Changzhou	31.7736	119.954	0	0	3290918	常州
Busan	35.1017	129.03	11	11	3285147	釜山
Madrid	40.4165	-3.7026	41	39	3255944	馬德里
Pyongyang	39.0339	125.7543	42	40	3222000	平壌
Zibo	36.7906	118.0633	0	0	3129228	淄博
Pune	18.5196	73.8554	6	6	3124458	浦納
Bursa	40.1956	29.0601	2	2	3101833	布尔萨
Changsha	28.1987	112.9709	0	0	3093980	長沙
Quezon City	14.6488	121.0509	43	41	3084270	奎松市
Jaipur	26.9196	75.7878	6	6	3046163	齋浦爾
Guiyang	26.5833	106.7167	0	0	3037159	貴陽
Ürümqi	43.801	87.6005	44	0	3029372	乌鲁木齐
Surabaya	-7.2492	112.7508	17	17	3018022	泗水
Incheon	37.4565	126.7052	11	11	3015482	仁川广域市
Lanzhou	36.057	103.8399	0	0	3000000	兰州
Caracas	10.488	-66.8792	45	42	3000000	卡拉卡斯
Kyiv	50.4547	30.5238	46	43	2952301	基輔
İzmir	38.4127	27.1384	2	2	2938292	伊兹密尔
Huizhou	23.1115	114.4152	0	0	2900113	恵州
Buenos Aires	-34.6131	-58.3772	47	44	2891082	布宜諾斯艾利斯
Haikou	20.0342	110.3465	0	0	2873358	海口
Taichung	24.1469	120.6839	18	18	2850285	台中
Kanpur	26.4652	80.3498	6	6	2823249	
Toronto	43.7064	-79.3986	48	45	2794356	多伦多
Quito	-0.2298	-78.525	49	46	2781641	基多
Brisbane	-27.4679	153.0281	50	25	2780063	布里司班
Luanda	-8.8368	13.2343	51	47	2776168	盧安達
Osaka	34.6938	135.5011	12	12	2753862	大阪
Linyi	35.0631	118.3428	0	0	2743843	临沂
Baoding	38.8729	115.4625	0	0	2739887	保定
Kaohsiung	22.6163	120.3133	18	18	2737660	高雄
Brooklyn	40.6501	-73.9496	16	16	2736074	布鲁克林区
Guayaquil	-2.1962	-79.8862	49	46	2723665	瓜亞基爾
Belo Horizonte	-19.9208	-43.9378	7	7	2721564	貝洛奥里藏特
Minhang	31.1088	121.3747	0	0	2716600	闵行
Bazhong	31.8694	106.7443	0	0	2712894	巴中
Salvador	-12.9756	-38.491	52	7	2711840	萨尔瓦多
Abuja	9.0579	7.4951	3	3	2690000	阿布賈
Gazipur	23.9984	90.4223	10	10	2674697	
Chicago	41.85	-87.65	53	16	2664452	芝加哥
Wenzhou	27.9994	120.6668	0	0	2650000	温州
Bekasi	-6.2349	106.9896	17	17	2648272	勿加泗
Dakar	14.6937	-17.4441	54	48	2646503	達喀爾
Haiphong	20.8648	106.6834	4	4	2625200	海防市
Yunfu	22.9279	112.0381	0	0	2612800	云浮
Navi Mumbai	19.0368	73.0158	6	6	2600000	新孟買
Mogadishu	2.0371	45.3438	55	49	2587183	摩加迪休
Kumasi	6.6885	-1.6244	56	50	2544530	库马西
Bandung	-6.9222	107.6069	17	17	2528163	万隆
Gujranwala	32.1557	74.187	5	5	2511118	古杰兰瓦拉
Huai'an	33.5886	119.0192	0	0	2494013	淮安
Medan	3.5833	98.6667	17	17	2486283	棉蘭
Lucknow	26.8393	80.9231	6	6	2472011	勒克瑙
Ouagadougou	12.3657	-1.5339	57	51	2415266	瓦加杜古
Nagpur	21.1463	79.0849	6	6	2405665	那格浦尔
Fortaleza	-3.7172	-38.5431	58	7	2400000	福塔雷萨
Cali	3.4305	-76.5199	20	20	2392877	卡利
Perth	-31.9522	115.8614	59	25	2384371	珀斯
Daegu	35.8703	128.5911	11	11	2365523	大邱广域市
Algiers	36.7323	3.0875	60	52	2364230	阿爾及爾
Nanchang	28.684	115.8531	0	0	2357839	南昌
Baku	40.3777	49.892	61	53	2351300	巴库
Hohhot	40.8106	111.6522	0	0	2350000	呼和浩特
Nagoya	35.1815	136.9064	12	12	2332176	名古屋
Rome	41.8919	12.5113	62	54	2318895	罗马市
Queens	40.6815	-73.8365	16	16	2316841	
Houston	29.7633	-95.3633	53	16	2314157	休斯敦
Mashhad	36.2981	59.6057	23	23	2307177	馬什哈德
Shaoxing	30.0024	120.5786	0	0	2300000	紹興
Nantong	32.0303	120.8747	0	0	2273326	南通
Baoshan	31.4084	121.4896	0	0	2265900	宝山
Kowloon	22.3167	114.1833	21	21	2232339	九龍
Yantai	37.4765	121.4408	0	0	2227733	烟台
Gaziantep	37.0594	37.3825	2	2	2222415	加濟安泰普
Lubumbashi	-11.6609	27.4794	63	1	2221925	盧本巴希
Manaus	-3.1019	-60.025	64	7	2219580	马瑙斯
Lusaka	-15.4067	28.2871	65	55	2212301	盧薩卡
Brasília	-15.7797	-47.9297	7	7	2207718	巴西利亚
Zhuhai	22.2769	113.5678	0	0	2207090	珠海
Santo Domingo	18.4719	-69.8923	66	56	2201941	聖多明哥
Lomé	6.1287	1.2215	67	57	2188376	洛美
Multan	30.1968	71.4782	5	5	2169915	木爾坦
Havana	23.133	-82.383	68	58	2163824	哈瓦那
Depok	-6.4	106.8186	17	17	2163635	德博
Baotou	40.6516	109.8439	0	0	2150000	包头
Paris	48.8534	2.3488	69	59	2138551	巴黎
Coimbatore	11.0055	76.9661	6	6	2136916	哥印拜陀
Qingyang	35.7098	107.6445	0	0	2125400	庆阳
Port Harcourt	4.7774	7.0134	3	3	2120000	哈科特港
Pretoria	-25.7449	28.1878	14	14	2112693	普利托利亞
